RunId,iteration,Step,height,width,tree_density,cloud_quantity,rainy_season,biome_name,random_fire,position_fire,cloud_step,clouds_per_step,clouds_size,reprod_speed,water_density,num_of_lakes,corridor_density,obstacles_density,obstacles,wind_intensity,Fine,Burning,Burned,Terra,Total,Clouds
15,15,65,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7368,333,295,0,7996,0
15,15,66,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7358,295,333,0,7986,0
15,15,67,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7352,313,324,0,7989,0
15,15,68,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7288,327,300,0,7915,0
15,15,69,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7251,311,371,0,7933,0
15,15,70,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7328,273,353,0,7954,0
15,15,71,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7513,200,279,0,7992,0
15,15,72,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7562,235,262,0,8059,0
15,15,73,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7622,242,263,0,8127,0
15,15,74,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7536,330,281,0,8147,0
15,15,75,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7208,380,375,0,7963,0
15,15,76,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6870,415,487,0,7772,0
15,15,77,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6768,310,561,0,7639,0
15,15,78,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6793,235,561,0,7589,0
15,15,79,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6983,215,452,0,7650,0
15,15,80,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7119,232,392,0,7743,0
15,15,81,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7275,221,353,0,7849,0
15,15,82,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7458,190,340,0,7988,0
15,15,83,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7624,182,289,0,8095,0
15,15,84,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7861,136,229,0,8226,0
15,15,85,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8115,119,140,0,8374,0
15,15,86,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8336,110,119,0,8565,0
15,15,87,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8433,136,127,0,8696,0
15,15,88,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8389,162,201,0,8752,0
15,15,89,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8317,158,221,0,8696,0
15,15,90,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8320,125,203,0,8648,0
15,15,91,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8194,201,226,0,8621,0
15,15,92,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8112,203,273,0,8588,0
15,15,93,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8044,175,301,0,8520,0
15,15,94,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7961,191,326,0,8478,0
15,15,95,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7987,121,339,0,8447,0
15,15,96,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7894,183,351,0,8428,0
15,15,97,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7961,101,368,0,8430,0
15,15,98,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8004,135,317,0,8456,0
15,15,99,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8106,68,323,0,8497,0
15,15,100,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8365,10,258,0,8633,0
3,3,0,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6399,4,0,0,6403,0
3,3,1,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7899,10,0,0,7909,0
3,3,2,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8420,16,2,0,8438,0
3,3,3,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8491,101,18,0,8610,0
3,3,4,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8410,111,59,0,8580,0
3,3,5,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8256,136,111,0,8503,0
3,3,6,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8015,179,193,0,8387,0
3,3,7,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7802,200,268,0,8270,0
3,3,8,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7500,256,325,0,8081,0
3,3,9,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7267,248,384,0,7899,0
3,3,10,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7165,227,322,0,7714,0
3,3,11,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7054,262,376,0,7692,0
3,3,12,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6844,322,479,0,7645,0
3,3,13,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6596,369,621,0,7586,0
3,3,14,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6398,338,721,0,7457,0
3,3,15,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6187,332,771,0,7290,0
3,3,16,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6156,290,755,0,7201,0
3,3,17,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6179,289,707,0,7175,0
3,3,18,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6276,235,669,0,7180,0
3,3,19,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6428,233,596,0,7257,0
3,3,20,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6491,316,518,0,7325,0
3,3,21,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6601,292,481,0,7374,0
3,3,22,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6541,365,477,0,7383,0
3,3,23,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6598,282,480,0,7360,0
3,3,24,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6632,318,486,0,7436,0
3,3,25,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6470,372,580,0,7422,0
3,3,26,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6326,377,668,0,7371,0
3,3,27,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6296,273,759,0,7328,0
3,3,28,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6456,230,620,0,7306,0
3,3,29,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6686,189,508,0,7383,0
3,3,30,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6883,233,420,0,7536,0
3,3,31,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7004,251,416,0,7671,0
3,3,32,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7117,269,383,0,7769,0
3,3,33,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7161,281,331,0,7773,0
3,3,34,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6980,383,346,0,7709,0
3,3,35,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6535,526,484,0,7545,0
3,3,36,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6037,566,601,0,7204,0
3,3,37,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,5707,464,720,0,6891,0
3,3,38,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,5677,346,753,0,6776,0
3,3,39,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6136,159,568,0,6863,0
3,3,40,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6568,162,394,0,7124,0
3,3,41,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6977,161,273,0,7411,0
3,3,42,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7261,165,250,0,7676,0
3,3,43,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7526,136,246,0,7908,0
3,3,44,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7722,155,216,0,8093,0
3,3,45,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7788,187,219,0,8194,0
3,3,46,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7878,196,175,0,8249,0
3,3,47,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7919,180,145,0,8244,0
3,3,48,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7962,179,162,0,8303,0
3,3,49,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7950,177,199,0,8326,0
3,3,50,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7909,194,243,0,8346,0
3,3,51,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7899,135,296,0,8330,0
3,3,52,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7940,139,254,0,8333,0
3,3,53,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7895,172,215,0,8282,0
3,3,54,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7957,131,177,0,8265,0
3,3,55,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7960,176,166,0,8302,0
3,3,56,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8041,133,181,0,8355,0
3,3,57,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8257,80,130,0,8467,0
3,3,58,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8453,59,80,0,8592,0
3,3,59,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8556,82,72,0,8710,0
3,3,60,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8553,100,82,0,8735,0
3,3,61,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8495,150,107,0,8752,0
3,3,62,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8337,195,115,0,8647,0
3,3,63,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8031,247,203,0,8481,0
3,3,64,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7932,173,199,0,8304,0
3,3,65,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7840,183,239,0,8262,0
3,3,66,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,7975,87,200,0,8262,0
3,3,67,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8203,55,148,0,8406,0
3,3,68,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8321,103,121,0,8545,0
3,3,69,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8484,51,93,0,8628,0
3,3,70,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8652,36,56,0,8744,0
3,3,71,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8791,15,19,0,8825,0
3,3,72,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8931,0,7,0,8938,0
3,3,73,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9049,0,0,0,9049,0
3,3,74,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9125,0,0,0,9125,0
3,3,75,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9161,0,0,0,9161,0
3,3,76,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9180,0,0,0,9180,0
3,3,77,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9189,0,0,0,9189,0
3,3,78,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9194,0,0,0,9194,0
3,3,79,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9195,0,0,0,9195,0
3,3,80,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9195,0,0,0,9195,0
3,3,81,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9196,0,0,0,9196,0
3,3,82,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9196,0,0,0,9196,0
3,3,83,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9196,0,0,0,9196,0
3,3,84,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9196,0,0,0,9196,0
3,3,85,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9196,0,0,0,9196,0
3,3,86,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9196,0,0,0,9196,0
3,3,87,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9196,0,0,0,9196,0
3,3,88,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9196,0,0,0,9196,0
3,3,89,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9196,0,0,0,9196,0
3,3,90,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9196,0,0,0,9196,0
3,3,91,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9196,0,0,0,9196,0
3,3,92,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9196,0,0,0,9196,0
3,3,93,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9196,0,0,0,9196,0
3,3,94,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9196,0,0,0,9196,0
3,3,95,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9196,0,0,0,9196,0
3,3,96,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9196,0,0,0,9196,0
3,3,97,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9196,0,0,0,9196,0
3,3,98,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9196,0,0,0,9196,0
3,3,99,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9196,0,0,0,9196,0
3,3,100,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,9196,0,0,0,9196,0
10,10,0,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,6538,3,0,0,6541,0
10,10,1,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8011,0,0,0,8011,0
10,10,2,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8509,0,0,0,8509,0
10,10,3,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8708,0,0,0,8708,0
10,10,4,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8792,0,0,0,8792,0
10,10,5,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8827,0,0,0,8827,0
10,10,6,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8835,0,0,0,8835,0
10,10,7,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8838,0,0,0,8838,0
10,10,8,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8839,0,0,0,8839,0
10,10,9,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8840,0,0,0,8840,0
10,10,10,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8840,0,0,0,8840,0
10,10,11,100,100,0,0,False,Default,True,Top,15,0,3,1,0.15,1,0.15,0.15,True,True,8840,0,0,0,8840,0
